0.3,,,,,,
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
COMMENT:en-US,,Mes_S02_ID0215_FP_UDT,Stopped due to  - Operator Command,,Mes_S02_ID0215_FP_UDT.TagComment,
COMMENT:en-US,,Mes_S02_ID0215_FP_UDT,,,Mes_S02_ID0215_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_S02_ID0215_FP_UDT,+Mes=S02-ID0215,,Mes_S02_ID0215_FP_UDT.TagName,
TAG,,Mes_S02_ID0216_FP_UDT,UDT_IO_FP : Stopped due to  - Machine Interlock,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,Mes_S02_ID0216_FP_UDT,,,Mes_S02_ID0216_FP_UDT.EU,
COMMENT:en-US,,Mes_S02_ID0216_FP_UDT,1,,Mes_S02_ID0216_FP_UDT.PLC,
COMMENT:en-US,,Mes_S02_ID0216_FP_UDT,Stopped due to  - Machine Interlock,,Mes_S02_ID0216_FP_UDT.TagComment,
COMMENT:en-US,,Mes_S02_ID0216_FP_UDT,,,Mes_S02_ID0216_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_S02_ID0216_FP_UDT,+Mes=S02-ID0216,,Mes_S02_ID0216_FP_UDT.TagName,
TAG,,Mes_S02_ID0217_FP_UDT,UDT_IO_FP : Stopped due to  - Infeed Timeout - Max infeed time exeeded,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,Mes_S02_ID0217_FP_UDT,,,Mes_S02_ID0217_FP_UDT.EU,
COMMENT:en-US,,Mes_S02_ID0217_FP_UDT,1,,Mes_S02_ID0217_FP_UDT.PLC,
COMMENT:en-US,,Mes_S02_ID0217_FP_UDT,Stopped due to  - Infeed Timeout - Max infeed time exeeded,,Mes_S02_ID0217_FP_UDT.TagComment,
COMMENT:en-US,,Mes_S02_ID0217_FP_UDT,,,Mes_S02_ID0217_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_S02_ID0217_FP_UDT,+Mes=S02-ID0217,,Mes_S02_ID0217_FP_UDT.TagName,
TAG,,Mes_P03_ID0220_FP_UDT,UDT_IO_FP : Stopped by Fault - Re-Start is Required,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,Mes_P03_ID0220_FP_UDT,,,Mes_P03_ID0220_FP_UDT.EU,
COMMENT:en-US,,Mes_P03_ID0220_FP_UDT,1,,Mes_P03_ID0220_FP_UDT.PLC,
COMMENT:en-US,,Mes_P03_ID0220_FP_UDT,Stopped by Fault - Re-Start is Required,,Mes_P03_ID0220_FP_UDT.TagComment,
COMMENT:en-US,,Mes_P03_ID0220_FP_UDT,,,Mes_P03_ID0220_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_P03_ID0220_FP_UDT,+Mes=P03-ID0220,,Mes_P03_ID0220_FP_UDT.TagName,
TAG,,Mes_P03_ID0221_FP_UDT,UDT_IO_FP : Hammer Mill Rotation Detected - Startup Blocked Until Standstill,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,Mes_P03_ID0221_FP_UDT,,,Mes_P03_ID0221_FP_UDT.EU,
COMMENT:en-US,,Mes_P03_ID0221_FP_UDT,1,,Mes_P03_ID0221_FP_UDT.PLC,
COMMENT:en-US,,Mes_P03_ID0221_FP_UDT,Hammer Mill Rotation Detected - Startup Blocked Until Standstill,,Mes_P03_ID0221_FP_UDT.TagComment,
COMMENT:en-US,,Mes_P03_ID0221_FP_UDT,,,Mes_P03_ID0221_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_P03_ID0221_FP_UDT,+Mes=P03-ID0221,,Mes_P03_ID0221_FP_UDT.TagName,
TAG,,Mes_P04_ID0230_FP_UDT,UDT_IO_FP : Stopped by Fault - Re-Start is Required,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,Mes_P04_ID0230_FP_UDT,,,Mes_P04_ID0230_FP_UDT.EU,
COMMENT:en-US,,Mes_P04_ID0230_FP_UDT,1,,Mes_P04_ID0230_FP_UDT.PLC,
COMMENT:en-US,,Mes_P04_ID0230_FP_UDT,Stopped by Fault - Re-Start is Required,,Mes_P04_ID0230_FP_UDT.TagComment,
COMMENT:en-US,,Mes_P04_ID0230_FP_UDT,,,Mes_P04_ID0230_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_P04_ID0230_FP_UDT,+Mes=P04-ID0230,,Mes_P04_ID0230_FP_UDT.TagName,
TAG,,MCC_F111_MA3210_FP_UDT,UDT_IO_FP : Drum 1A - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_F111_MA3210_FP_UDT,m/min,,MCC_F111_MA3210_FP_UDT.EU,
COMMENT:en-US,,MCC_F111_MA3210_FP_UDT,1,,MCC_F111_MA3210_FP_UDT.PLC,
COMMENT:en-US,,MCC_F111_MA3210_FP_UDT,Drum 1A - Motor,,MCC_F111_MA3210_FP_UDT.TagComment,
COMMENT:en-US,,MCC_F111_MA3210_FP_UDT,,,MCC_F111_MA3210_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_F111_MA3210_FP_UDT,+MCC=F111-MA3210,,MCC_F111_MA3210_FP_UDT.TagName,
TAG,,Mes_P05_ID0240_FP_UDT,UDT_IO_FP : Stopped by Fault - Re-Start is Required,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,Mes_P05_ID0240_FP_UDT,,,Mes_P05_ID0240_FP_UDT.EU,
COMMENT:en-US,,Mes_P05_ID0240_FP_UDT,1,,Mes_P05_ID0240_FP_UDT.PLC,
COMMENT:en-US,,Mes_P05_ID0240_FP_UDT,Stopped by Fault - Re-Start is Required,,Mes_P05_ID0240_FP_UDT.TagComment,
COMMENT:en-US,,Mes_P05_ID0240_FP_UDT,,,Mes_P05_ID0240_FP_UDT.TagAddress,
COMMENT:en-US,,Mes_P05_ID0240_FP_UDT,+Mes=P05-ID0240,,Mes_P05_ID0240_FP_UDT.TagName,
TAG,,MCC_F112_MA3211_FP_UDT,UDT_IO_FP : Drum 1B - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_F112_MA3211_FP_UDT,m/min,,MCC_F112_MA3211_FP_UDT.EU,
COMMENT:en-US,,MCC_F112_MA3211_FP_UDT,1,,MCC_F112_MA3211_FP_UDT.PLC,
COMMENT:en-US,,MCC_F112_MA3211_FP_UDT,Drum 1B - Motor,,MCC_F112_MA3211_FP_UDT.TagComment,
COMMENT:en-US,,MCC_F112_MA3211_FP_UDT,,,MCC_F112_MA3211_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_F112_MA3211_FP_UDT,+MCC=F112-MA3211,,MCC_F112_MA3211_FP_UDT.TagName,
TAG,,MCC_F121_MA3212_FP_UDT,UDT_IO_FP : Needle Roll 1A - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_F121_MA3212_FP_UDT,RPM,,MCC_F121_MA3212_FP_UDT.EU,
COMMENT:en-US,,MCC_F121_MA3212_FP_UDT,1,,MCC_F121_MA3212_FP_UDT.PLC,
COMMENT:en-US,,MCC_F121_MA3212_FP_UDT,Needle Roll 1A - Motor,,MCC_F121_MA3212_FP_UDT.TagComment,
COMMENT:en-US,,MCC_F121_MA3212_FP_UDT,,,MCC_F121_MA3212_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_F121_MA3212_FP_UDT,+MCC=F121-MA3212,,MCC_F121_MA3212_FP_UDT.TagName,
TAG,,MCC_F122_MA3213_FP_UDT,UDT_IO_FP : Needle Roll 1B - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_F122_MA3213_FP_UDT,RPM,,MCC_F122_MA3213_FP_UDT.EU,
COMMENT:en-US,,MCC_F122_MA3213_FP_UDT,1,,MCC_F122_MA3213_FP_UDT.PLC,
COMMENT:en-US,,MCC_F122_MA3213_FP_UDT,Needle Roll 1B - Motor,,MCC_F122_MA3213_FP_UDT.TagComment,
COMMENT:en-US,,MCC_F122_MA3213_FP_UDT,,,MCC_F122_MA3213_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_F122_MA3213_FP_UDT,+MCC=F122-MA3213,,MCC_F122_MA3213_FP_UDT.TagName,
TAG,,MCC_D181_MA3111_FP_UDT,UDT_IO_FP : Main Suction Fan  - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_D181_MA3111_FP_UDT,RPM,,MCC_D181_MA3111_FP_UDT.EU,
COMMENT:en-US,,MCC_D181_MA3111_FP_UDT,1,,MCC_D181_MA3111_FP_UDT.PLC,
COMMENT:en-US,,MCC_D181_MA3111_FP_UDT,Main Suction Fan  - Motor,,MCC_D181_MA3111_FP_UDT.TagComment,
COMMENT:en-US,,MCC_D181_MA3111_FP_UDT,,,MCC_D181_MA3111_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_D181_MA3111_FP_UDT,+MCC=D181-MA3111,,MCC_D181_MA3111_FP_UDT.TagName,
TAG,,MCC_H121_MA3227_FP_UDT,UDT_IO_FP : Hammer Mill - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_H121_MA3227_FP_UDT,RPM,,MCC_H121_MA3227_FP_UDT.EU,
COMMENT:en-US,,MCC_H121_MA3227_FP_UDT,1,,MCC_H121_MA3227_FP_UDT.PLC,
COMMENT:en-US,,MCC_H121_MA3227_FP_UDT,Hammer Mill - Motor,,MCC_H121_MA3227_FP_UDT.TagComment,
COMMENT:en-US,,MCC_H121_MA3227_FP_UDT,,,MCC_H121_MA3227_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_H121_MA3227_FP_UDT,+MCC=H121-MA3227,,MCC_H121_MA3227_FP_UDT.TagName,
TAG,,MCC_H131_MA3228_FP_UDT,UDT_IO_FP : Fiber Transport - Motor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_H131_MA3228_FP_UDT,RPM,,MCC_H131_MA3228_FP_UDT.EU,
COMMENT:en-US,,MCC_H131_MA3228_FP_UDT,1,,MCC_H131_MA3228_FP_UDT.PLC,
COMMENT:en-US,,MCC_H131_MA3228_FP_UDT,Fiber Transport - Motor,,MCC_H131_MA3228_FP_UDT.TagComment,
COMMENT:en-US,,MCC_H131_MA3228_FP_UDT,,,MCC_H131_MA3228_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_H131_MA3228_FP_UDT,+MCC=H131-MA3228,,MCC_H131_MA3228_FP_UDT.TagName,
TAG,,MCC_AUX01_MA1010_FP_UDT,UDT_IO_FP : MCC Fan  - Panel Fan,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_AUX01_MA1010_FP_UDT,,,MCC_AUX01_MA1010_FP_UDT.EU,
COMMENT:en-US,,MCC_AUX01_MA1010_FP_UDT,1,,MCC_AUX01_MA1010_FP_UDT.PLC,
COMMENT:en-US,,MCC_AUX01_MA1010_FP_UDT,MCC Fan  - Panel Fan,,MCC_AUX01_MA1010_FP_UDT.TagComment,
COMMENT:en-US,,MCC_AUX01_MA1010_FP_UDT,,,MCC_AUX01_MA1010_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_AUX01_MA1010_FP_UDT,+MCC=AUX01-MA1010,,MCC_AUX01_MA1010_FP_UDT.TagName,
TAG,,MCC_H111_SF1001_FP_UDT,UDT_IO_FP : Infeed Jog  Forward - Push button,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_H111_SF1001_FP_UDT,,,MCC_H111_SF1001_FP_UDT.EU,
COMMENT:en-US,,MCC_H111_SF1001_FP_UDT,1,,MCC_H111_SF1001_FP_UDT.PLC,
COMMENT:en-US,,MCC_H111_SF1001_FP_UDT,Infeed Jog  Forward - Push button,,MCC_H111_SF1001_FP_UDT.TagComment,
COMMENT:en-US,,MCC_H111_SF1001_FP_UDT,MCC_IO:2:I.1,,MCC_H111_SF1001_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_H111_SF1001_FP_UDT,+MCC=H111-SF1001,,MCC_H111_SF1001_FP_UDT.TagName,
TAG,,MCC_H111_SF1002_FP_UDT,UDT_IO_FP : Infeed Jog Reverse - Push button,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_H111_SF1002_FP_UDT,,,MCC_H111_SF1002_FP_UDT.EU,
COMMENT:en-US,,MCC_H111_SF1002_FP_UDT,1,,MCC_H111_SF1002_FP_UDT.PLC,
COMMENT:en-US,,MCC_H111_SF1002_FP_UDT,Infeed Jog Reverse - Push button,,MCC_H111_SF1002_FP_UDT.TagComment,
COMMENT:en-US,,MCC_H111_SF1002_FP_UDT,MCC_IO:2:I.2,,MCC_H111_SF1002_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_H111_SF1002_FP_UDT,+MCC=H111-SF1002,,MCC_H111_SF1002_FP_UDT.TagName,
TAG,,MCC_H111_SF1003_FP_UDT,UDT_IO_FP : Infeed Aut/Man - Push button,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_H111_SF1003_FP_UDT,,,MCC_H111_SF1003_FP_UDT.EU,
COMMENT:en-US,,MCC_H111_SF1003_FP_UDT,1,,MCC_H111_SF1003_FP_UDT.PLC,
COMMENT:en-US,,MCC_H111_SF1003_FP_UDT,Infeed Aut/Man - Push button,,MCC_H111_SF1003_FP_UDT.TagComment,
COMMENT:en-US,,MCC_H111_SF1003_FP_UDT,MCC_IO:2:I.3,,MCC_H111_SF1003_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_H111_SF1003_FP_UDT,+MCC=H111-SF1003,,MCC_H111_SF1003_FP_UDT.TagName,
TAG,,MCC_H111_SF1004_FP_UDT,UDT_IO_FP : Infeed Open/Close - Push button,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_H111_SF1004_FP_UDT,,,MCC_H111_SF1004_FP_UDT.EU,
COMMENT:en-US,,MCC_H111_SF1004_FP_UDT,1,,MCC_H111_SF1004_FP_UDT.PLC,
COMMENT:en-US,,MCC_H111_SF1004_FP_UDT,Infeed Open/Close - Push button,,MCC_H111_SF1004_FP_UDT.TagComment,
COMMENT:en-US,,MCC_H111_SF1004_FP_UDT,MCC_IO:2:I.4,,MCC_H111_SF1004_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_H111_SF1004_FP_UDT,+MCC=H111-SF1004,,MCC_H111_SF1004_FP_UDT.TagName,
TAG,,MCC_AUX01_BT3010_FP_UDT,UDT_IO_FP : MCC Ventilation termostat - Termostat,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,MCC_AUX01_BT3010_FP_UDT,,,MCC_AUX01_BT3010_FP_UDT.EU,
COMMENT:en-US,,MCC_AUX01_BT3010_FP_UDT,1,,MCC_AUX01_BT3010_FP_UDT.PLC,
COMMENT:en-US,,MCC_AUX01_BT3010_FP_UDT,MCC Ventilation termostat - Termostat,,MCC_AUX01_BT3010_FP_UDT.TagComment,
COMMENT:en-US,,MCC_AUX01_BT3010_FP_UDT,MCC_IO:3:I.1,,MCC_AUX01_BT3010_FP_UDT.TagAddress,
COMMENT:en-US,,MCC_AUX01_BT3010_FP_UDT,+MCC=AUX01-BT3010,,MCC_AUX01_BT3010_FP_UDT.TagName,
TAG,,PNEU1_C311_QM9011_FP_UDT,UDT_IO_FP : Compactor Up/Down - Up/Down Compactor,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,PNEU1_C311_QM9011_FP_UDT,,,PNEU1_C311_QM9011_FP_UDT.EU,
COMMENT:en-US,,PNEU1_C311_QM9011_FP_UDT,1,,PNEU1_C311_QM9011_FP_UDT.PLC,
COMMENT:en-US,,PNEU1_C311_QM9011_FP_UDT,Compactor Up/Down - Up/Down Compactor,,PNEU1_C311_QM9011_FP_UDT.TagComment,
COMMENT:en-US,,PNEU1_C311_QM9011_FP_UDT,,,PNEU1_C311_QM9011_FP_UDT.TagAddress,
COMMENT:en-US,,PNEU1_C311_QM9011_FP_UDT,+PNEU1=C311-QM9011,,PNEU1_C311_QM9011_FP_UDT.TagName,
TAG,,PNEU2_H110_QM9041_FP_UDT,UDT_IO_FP : Pulp Infeed Up/Down - Open/Close Nip,UDT_IO_FP,,"(Class := Standard, Constant := false, ExternalAccess := Read/Write)"
COMMENT:en-US,,PNEU2_H110_QM9041_FP_UDT,,,PNEU2_H110_QM9041_FP_UDT.EU,
COMMENT:en-US,,PNEU2_H110_QM9041_FP_UDT,1,,PNEU2_H110_QM9041_FP_UDT.PLC,
COMMENT:en-US,,PNEU2_H110_QM9041_FP_UDT,Pulp Infeed Up/Down - Open/Close Nip,,PNEU2_H110_QM9041_FP_UDT.TagComment,
COMMENT:en-US,,PNEU2_H110_QM9041_FP_UDT,,,PNEU2_H110_QM9041_FP_UDT.TagAddress,
COMMENT:en-US,,PNEU2_H110_QM9041_FP_UDT,+PNEU2=H110-QM9041,,PNEU2_H110_QM9041_FP_UDT.TagName,
